user_id;user_type;item_id;rate
94bdcc0c21cb4ac385192b670ffd1d73;1;418f030315ffdd3eb63e57539542c9c1;1.1
94bdcc0c21cb4ac385192b670ffd1d73;1;1fa46ce49eeb2283c71925cc8c4cc46b;2.98
72d8c9a93f9c434dac96d58c21f3592b;2;8dc22c79527601a2b08fbc7555e8d07a;13.969999999999997
94bdcc0c21cb4ac385192b670ffd1d73;1;7fb43cf52b20a63547a5fcdca47dad2a;0.44999999999999996
72d8c9a93f9c434dac96d58c21f3592b;2;7fb43cf52b20a63547a5fcdca47dad2a;12.579999999999997
fdd8810cb0e846fcbf0ea3d907e2553b;3;418f030315ffdd3eb63e57539542c9c1;2.24
fdd8810cb0e846fcbf0ea3d907e2553b;3;1fa46ce49eeb2283c71925cc8c4cc46b;8.0
fdd8810cb0e846fcbf0ea3d907e2553b;3;7fb43cf52b20a63547a5fcdca47dad2a;1.71
72d8c9a93f9c434dac96d58c21f3592b;2;418f030315ffdd3eb63e57539542c9c1;11.909999999999998
fdd8810cb0e846fcbf0ea3d907e2553b;3;72f957bbb322dd5dd40639f9c78c85ac;3.5
94bdcc0c21cb4ac385192b670ffd1d73;1;511c190acb5539465078c9e3b4b6cdd1;1.3900000000000001
72d8c9a93f9c434dac96d58c21f3592b;2;511c190acb5539465078c9e3b4b6cdd1;21.660000000000007
fdd8810cb0e846fcbf0ea3d907e2553b;3;8dc22c79527601a2b08fbc7555e8d07a;5.26
fdd8810cb0e846fcbf0ea3d907e2553b;3;511c190acb5539465078c9e3b4b6cdd1;2.08
72d8c9a93f9c434dac96d58c21f3592b;2;72f957bbb322dd5dd40639f9c78c85ac;11.68
94bdcc0c21cb4ac385192b670ffd1d73;1;8dc22c79527601a2b08fbc7555e8d07a;3.57
72d8c9a93f9c434dac96d58c21f3592b;2;d44d9d255d1175d14188b8703b44f5d2;21.890000000000004
94bdcc0c21cb4ac385192b670ffd1d73;1;5ed60175d24225a8f46313ea153c0578;2.85
94bdcc0c21cb4ac385192b670ffd1d73;1;72f957bbb322dd5dd40639f9c78c85ac;0.77
fdd8810cb0e846fcbf0ea3d907e2553b;3;5ed60175d24225a8f46313ea153c0578;5.38
fdd8810cb0e846fcbf0ea3d907e2553b;3;61c509139e96d1c0ca9316f6a03681b2;2.18
72d8c9a93f9c434dac96d58c21f3592b;2;1fa46ce49eeb2283c71925cc8c4cc46b;23.40000000000001
72d8c9a93f9c434dac96d58c21f3592b;2;61c509139e96d1c0ca9316f6a03681b2;8.45
72d8c9a93f9c434dac96d58c21f3592b;2;5ed60175d24225a8f46313ea153c0578;13.79
72d8c9a93f9c434dac96d58c21f3592b;2;6e1b231813cfeb30570db0997fb7185a;6.590000000000001
94bdcc0c21cb4ac385192b670ffd1d73;1;6e1b231813cfeb30570db0997fb7185a;1.6800000000000002
fdd8810cb0e846fcbf0ea3d907e2553b;3;6e1b231813cfeb30570db0997fb7185a;2.6999999999999997
94bdcc0c21cb4ac385192b670ffd1d73;1;d44d9d255d1175d14188b8703b44f5d2;3.16
fdd8810cb0e846fcbf0ea3d907e2553b;3;d44d9d255d1175d14188b8703b44f5d2;7.12
94bdcc0c21cb4ac385192b670ffd1d73;1;61c509139e96d1c0ca9316f6a03681b2;0.39
fdd8810cb0e846fcbf0ea3d907e2553b;3;04530147ea06627f09c2e7b92e989f5f;3.4
72d8c9a93f9c434dac96d58c21f3592b;2;04530147ea06627f09c2e7b92e989f5f;11.920000000000002
72d8c9a93f9c434dac96d58c21f3592b;2;427d56bac81c626c3e01bd3f3a462071;13.989999999999997
fdd8810cb0e846fcbf0ea3d907e2553b;3;427d56bac81c626c3e01bd3f3a462071;2.8099999999999996
94bdcc0c21cb4ac385192b670ffd1d73;1;b55a499c9e74bd4d3510a156bc8f6c06;0.74
94bdcc0c21cb4ac385192b670ffd1d73;1;5af073dba8411fa21f8848c448294603;4.989999999999999
94bdcc0c21cb4ac385192b670ffd1d73;1;4b42a7c67c8ee9a0630c0fdc6407069a;0.6900000000000001
fdd8810cb0e846fcbf0ea3d907e2553b;3;dcb90f158f633e2342d7e68776925b01;1.52
72d8c9a93f9c434dac96d58c21f3592b;2;dcb90f158f633e2342d7e68776925b01;13.940000000000001
94bdcc0c21cb4ac385192b670ffd1d73;1;50aa9232538eed4ab1f74fef84a3ed62;1.86
fdd8810cb0e846fcbf0ea3d907e2553b;3;50aa9232538eed4ab1f74fef84a3ed62;3.099999999999999
72d8c9a93f9c434dac96d58c21f3592b;2;68c70ced5f1fc658618c7e1c5695e001;10.050000000000002
72d8c9a93f9c434dac96d58c21f3592b;2;5af073dba8411fa21f8848c448294603;14.740000000000004
fdd8810cb0e846fcbf0ea3d907e2553b;3;4b42a7c67c8ee9a0630c0fdc6407069a;5.79
72d8c9a93f9c434dac96d58c21f3592b;2;4b42a7c67c8ee9a0630c0fdc6407069a;13.159999999999998
fdd8810cb0e846fcbf0ea3d907e2553b;3;4f8789c080dd43d7af2684d7fbc5c012;3.6500000000000004
72d8c9a93f9c434dac96d58c21f3592b;2;f74ecc32f7f4c10375e61aa988ab51c3;21.41
fdd8810cb0e846fcbf0ea3d907e2553b;3;68c70ced5f1fc658618c7e1c5695e001;3.25
72d8c9a93f9c434dac96d58c21f3592b;2;50aa9232538eed4ab1f74fef84a3ed62;18.579999999999995
94bdcc0c21cb4ac385192b670ffd1d73;1;dcb90f158f633e2342d7e68776925b01;0.91
fdd8810cb0e846fcbf0ea3d907e2553b;3;f74ecc32f7f4c10375e61aa988ab51c3;4.22
94bdcc0c21cb4ac385192b670ffd1d73;1;68c70ced5f1fc658618c7e1c5695e001;1.15
72d8c9a93f9c434dac96d58c21f3592b;2;4f8789c080dd43d7af2684d7fbc5c012;14.189999999999998
fdd8810cb0e846fcbf0ea3d907e2553b;3;5af073dba8411fa21f8848c448294603;6.66
94bdcc0c21cb4ac385192b670ffd1d73;1;04530147ea06627f09c2e7b92e989f5f;1.82
fdd8810cb0e846fcbf0ea3d907e2553b;3;b55a499c9e74bd4d3510a156bc8f6c06;3.4
94bdcc0c21cb4ac385192b670ffd1d73;1;f74ecc32f7f4c10375e61aa988ab51c3;2.55
94bdcc0c21cb4ac385192b670ffd1d73;1;427d56bac81c626c3e01bd3f3a462071;1.1500000000000001
72d8c9a93f9c434dac96d58c21f3592b;2;b55a499c9e74bd4d3510a156bc8f6c06;18.020000000000003
94bdcc0c21cb4ac385192b670ffd1d73;1;4f8789c080dd43d7af2684d7fbc5c012;1.09
fdd8810cb0e846fcbf0ea3d907e2553b;3;6baf4155954fcec2b77542b1abf82429;3.1299999999999994
fdd8810cb0e846fcbf0ea3d907e2553b;3;5450453fbf95c9ec07fc37d2482e7eb0;2.93
575998d752a04141a6e26ceef0f48566;1;6baf4155954fcec2b77542b1abf82429;1.19
575998d752a04141a6e26ceef0f48566;1;5450453fbf95c9ec07fc37d2482e7eb0;2.0
fdd8810cb0e846fcbf0ea3d907e2553b;3;1b81ae9cbe035d4a0abda4048fe8d251;2.2
575998d752a04141a6e26ceef0f48566;1;636f18db12b6a30f0260c50bc1934f4d;3.02
72d8c9a93f9c434dac96d58c21f3592b;2;5450453fbf95c9ec07fc37d2482e7eb0;12.719999999999999
fdd8810cb0e846fcbf0ea3d907e2553b;3;8d1f32250d9e1b27a553d8f861453d94;5.04
575998d752a04141a6e26ceef0f48566;1;8d1f32250d9e1b27a553d8f861453d94;1.08
72d8c9a93f9c434dac96d58c21f3592b;2;8d1f32250d9e1b27a553d8f861453d94;13.879999999999999
72d8c9a93f9c434dac96d58c21f3592b;2;636f18db12b6a30f0260c50bc1934f4d;22.04
72d8c9a93f9c434dac96d58c21f3592b;2;6baf4155954fcec2b77542b1abf82429;15.889999999999999
fdd8810cb0e846fcbf0ea3d907e2553b;3;636f18db12b6a30f0260c50bc1934f4d;5.55
fdd8810cb0e846fcbf0ea3d907e2553b;3;796536d1d8b90d168b20a2d69755e95e;3.25
575998d752a04141a6e26ceef0f48566;1;5a59439ebbe9515a456d8520b3ebf832;1.41
575998d752a04141a6e26ceef0f48566;1;796536d1d8b90d168b20a2d69755e95e;0.91
575998d752a04141a6e26ceef0f48566;1;1b81ae9cbe035d4a0abda4048fe8d251;0.8600000000000001
72d8c9a93f9c434dac96d58c21f3592b;2;5a59439ebbe9515a456d8520b3ebf832;14.479999999999999
575998d752a04141a6e26ceef0f48566;1;5ed60175d24225a8f46313ea153c0578;0.8500000000000001
575998d752a04141a6e26ceef0f48566;1;f59301f2796420f0364ad12b3758350f;1.05
fdd8810cb0e846fcbf0ea3d907e2553b;3;f59301f2796420f0364ad12b3758350f;2.28
72d8c9a93f9c434dac96d58c21f3592b;2;9b09c9e802aa3bed032647166b7c5cc8;17.970000000000002
72d8c9a93f9c434dac96d58c21f3592b;2;1b81ae9cbe035d4a0abda4048fe8d251;13.499999999999996
575998d752a04141a6e26ceef0f48566;1;9b09c9e802aa3bed032647166b7c5cc8;0.77
fdd8810cb0e846fcbf0ea3d907e2553b;3;5a59439ebbe9515a456d8520b3ebf832;3.65
72d8c9a93f9c434dac96d58c21f3592b;2;f59301f2796420f0364ad12b3758350f;17.2
fdd8810cb0e846fcbf0ea3d907e2553b;3;9b09c9e802aa3bed032647166b7c5cc8;2.6299999999999994
72d8c9a93f9c434dac96d58c21f3592b;2;796536d1d8b90d168b20a2d69755e95e;16.450000000000003
fdd8810cb0e846fcbf0ea3d907e2553b;3;7606833076eae4d8a16efc402f7c9ca9;1.52
575998d752a04141a6e26ceef0f48566;1;427d56bac81c626c3e01bd3f3a462071;0.9700000000000001
72d8c9a93f9c434dac96d58c21f3592b;2;7606833076eae4d8a16efc402f7c9ca9;18.01
72d8c9a93f9c434dac96d58c21f3592b;2;60545bd5f4ac2e876c2a920e7746deab;15.619999999999997
575998d752a04141a6e26ceef0f48566;1;49ae7c00f9db83b5518e9e94b6f9a48b;2.0500000000000003
72d8c9a93f9c434dac96d58c21f3592b;2;4084784af5679091e1ac72586f1b0fbb;15.069999999999997
575998d752a04141a6e26ceef0f48566;1;60545bd5f4ac2e876c2a920e7746deab;0.43
